category,date,title,url
Majority Hearings,Oct 20 2021,,https://transportation.house.gov/committee-activity/hearings/achieving-mission-balance-positioning-the-coast-guard-for-the-future
Majority Press Releases,"October 15, 2021",Chair DeFazio Statement on Federal Indictment of Boeing’s Former 737 MAX Technical Pilot Mark Forkner,https://transportation.house.gov/news/press-releases/chair-defazio-statement-on-federal-indictment-of-boeings-former-737-max-test-pilot-mark-forkner
Majority Hearings,Oct 21 2021,,https://transportation.house.gov/committee-activity/hearings/three-years-after-lion-air-610-faa-implementation-of-the-2020-aircraft-certification-safety-and-accountability-act
Majority Press Releases,"October 15, 2021","Chairs DeFazio, Carbajal Announce Hearing on Positioning the U.S. Coast Guard for the Future",https://transportation.house.gov/news/press-releases/chairs-defazio-carbajal-announce-hearing-on-positioning-the-us-coast-guard-for-the-future
Majority Press Releases,"October 13, 2021",Chairs DeFazio and Carbajal Statement on Sexual Assault Allegations at the United States Merchant Marine Academy and Aboard Training Vessels ,https://transportation.house.gov/news/press-releases/chairs-defazio-and-carbajal-statement-on-sexual-assault-allegations-at-the-united-states-merchant-marine-academy-and-aboard-training-vessels-
Majority Press Releases,"October 13, 2021",DeFazio and Cohen Urge President Biden to Reopen and Reexamine U.S. Army Corps’ Nationwide Permits ,https://transportation.house.gov/news/press-releases/defazio-and-cohen-urge-president-biden-to-reopen-and-reexamine-us-army-corps-nationwide-permits-
Minority Press Releases,"October 14, 2021",Republicans Press DOT to Implement All Provisions of Pipeline Safety Law,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405635
Minority Press Releases,"October 13, 2021",The Biden Administration Bears Full Responsibility for California Oil Spill with Failure to Address Supply Chain Issues,https://republicans-transportation.house.gov/news/documentsingle.aspx?DocumentID=405633
Minority Hearings,"October 21, 2021","Three Years After Lion Air 610: FAA Implementation of the 2020 Aircraft Certification, Safety, and Accountability Act",https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405636
Minority Hearings,"October 20, 2021",Achieving Mission Balance: Positioning the Coast Guard for the Future,https://republicans-transportation.house.gov/calendar/EventSingle.aspx?EventID=405637
